ID	TEXT	OCCUPATIONID	FAQ_QUESTIONSOURCEID
637332	Whats the best way to network?	61	5023
637333	Where can I go for more assistance?	61	5023
637334	How do I become a  Civil Engineering Technicians	62	5023
637335	What education do I need and how do I get it (what schools/training program do you recommend)?	62	5023
637336	What skills do I need and how do I get  them?	62	5023
637337	Where can I get help on Immigration issues?	62	5023
637338	Where is most of the hiring?	62	5023
637339	Do I have to join a union? How do I join a Union?	62	5023
637340	What can I do about Financial Aid?	62	5023
637341	Whats the best way to apply?	62	5023
637342	Whats the best way to network?	62	5023
637343	Where can I go for more assistance?	62	5023
637344	How do I become a  Civil Engineers	63	5023
637345	What education do I need and how do I get it (what schools/training program do you recommend)?	63	5023
637346	What skills do I need and how do I get  them?	63	5023
637347	Where can I get help on Immigration issues?	63	5023
637348	Where is most of the hiring?	63	5023
637349	Do I have to join a union? How do I join a Union?	63	5023
637350	What can I do about Financial Aid?	63	5023
637351	Whats the best way to apply?	63	5023
637352	Whats the best way to network?	63	5023
637353	Where can I go for more assistance?	63	5023
637354	How do I become a  Computer Hardware Engineers	64	5023
637355	What education do I need and how do I get it (what schools/training program do you recommend)?	64	5023
637356	What skills do I need and how do I get  them?	64	5023
637357	Where can I get help on Immigration issues?	64	5023
637358	Where is most of the hiring?	64	5023
637359	Do I have to join a union? How do I join a Union?	64	5023
637360	What can I do about Financial Aid?	64	5023
637361	Whats the best way to apply?	64	5023
637362	Whats the best way to network?	64	5023
637363	Where can I go for more assistance?	64	5023
637364	How do I become a  Drafters	65	5023
637365	What education do I need and how do I get it (what schools/training program do you recommend)?	65	5023
637366	What skills do I need and how do I get  them?	65	5023
637367	Where can I get help on Immigration issues?	65	5023
637368	Where is most of the hiring?	65	5023
637369	Do I have to join a union? How do I join a Union?	65	5023
637370	What can I do about Financial Aid?	65	5023
637371	Whats the best way to apply?	65	5023
637372	Whats the best way to network?	65	5023
637373	Where can I go for more assistance?	65	5023
637374	How do I become a  Electrical and Electronic Engineering Technicians	66	5023
637375	What education do I need and how do I get it (what schools/training program do you recommend)?	66	5023
637376	What skills do I need and how do I get  them?	66	5023
637377	Where can I get help on Immigration issues?	66	5023
637378	Where is most of the hiring?	66	5023
637379	Do I have to join a union? How do I join a Union?	66	5023
637380	What can I do about Financial Aid?	66	5023
637381	Whats the best way to apply?	66	5023
637382	Whats the best way to network?	66	5023
637383	Where can I go for more assistance?	66	5023
637384	How do I become a  Electrical and Electronics Engineers	67	5023
637385	What education do I need and how do I get it (what schools/training program do you recommend)?	67	5023
637386	What skills do I need and how do I get  them?	67	5023
637387	Where can I get help on Immigration issues?	67	5023
637388	Where is most of the hiring?	67	5023
637389	Do I have to join a union? How do I join a Union?	67	5023
637390	What can I do about Financial Aid?	67	5023
637391	Whats the best way to apply?	67	5023
637392	Whats the best way to network?	67	5023
637393	Where can I go for more assistance?	67	5023
637394	How do I become a  Electro-mechanical Technicians	68	5023
637395	What education do I need and how do I get it (what schools/training program do you recommend)?	68	5023
637396	What skills do I need and how do I get  them?	68	5023
637397	Where can I get help on Immigration issues?	68	5023
637398	Where is most of the hiring?	68	5023
637399	Do I have to join a union? How do I join a Union?	68	5023
637400	What can I do about Financial Aid?	68	5023
637401	Whats the best way to apply?	68	5023
637402	Whats the best way to network?	68	5023
637403	Where can I go for more assistance?	68	5023
637404	How do I become a  Environmental Engineering Technicians	69	5023
637405	What education do I need and how do I get it (what schools/training program do you recommend)?	69	5023
637406	What skills do I need and how do I get  them?	69	5023
637407	Where can I get help on Immigration issues?	69	5023
637408	Where is most of the hiring?	69	5023
637409	Do I have to join a union? How do I join a Union?	69	5023
637410	What can I do about Financial Aid?	69	5023
637411	Whats the best way to apply?	69	5023
637412	Whats the best way to network?	69	5023
637413	Where can I go for more assistance?	69	5023
637414	How do I become a  Environmental Engineers	70	5023
637415	What education do I need and how do I get it (what schools/training program do you recommend)?	70	5023
637416	What skills do I need and how do I get  them?	70	5023
637417	Where can I get help on Immigration issues?	70	5023
637418	Where is most of the hiring?	70	5023
637419	Do I have to join a union? How do I join a Union?	70	5023
637420	What can I do about Financial Aid?	70	5023
637421	Whats the best way to apply?	70	5023
637422	Whats the best way to network?	70	5023
637423	Where can I go for more assistance?	70	5023
637424	How do I become a  Health and Safety Engineers	71	5023
637425	What education do I need and how do I get it (what schools/training program do you recommend)?	71	5023
637426	What skills do I need and how do I get  them?	71	5023
637427	Where can I get help on Immigration issues?	71	5023
637428	Where is most of the hiring?	71	5023
637429	Do I have to join a union? How do I join a Union?	71	5023
637430	What can I do about Financial Aid?	71	5023
637431	Whats the best way to apply?	71	5023
637432	Whats the best way to network?	71	5023
637433	Where can I go for more assistance?	71	5023
637434	How do I become a  Industrial Engineering Technicians	72	5023
637435	What education do I need and how do I get it (what schools/training program do you recommend)?	72	5023
637436	What skills do I need and how do I get  them?	72	5023
637437	Where can I get help on Immigration issues?	72	5023
637438	Where is most of the hiring?	72	5023
637439	Do I have to join a union? How do I join a Union?	72	5023
637440	What can I do about Financial Aid?	72	5023
637441	Whats the best way to apply?	72	5023
637442	Whats the best way to network?	72	5023
637443	Where can I go for more assistance?	72	5023
637444	How do I become a  Industrial Engineers	73	5023
637445	What education do I need and how do I get it (what schools/training program do you recommend)?	73	5023
637446	What skills do I need and how do I get  them?	73	5023
637447	Where can I get help on Immigration issues?	73	5023
637448	Where is most of the hiring?	73	5023
637449	Do I have to join a union? How do I join a Union?	73	5023
637450	What can I do about Financial Aid?	73	5023
637451	Whats the best way to apply?	73	5023
637452	Whats the best way to network?	73	5023
637453	Where can I go for more assistance?	73	5023
637454	How do I become a  Landscape Architects	74	5023
637455	What education do I need and how do I get it (what schools/training program do you recommend)?	74	5023
637456	What skills do I need and how do I get  them?	74	5023
637457	Where can I get help on Immigration issues?	74	5023
637458	Where is most of the hiring?	74	5023
637459	Do I have to join a union? How do I join a Union?	74	5023
637460	What can I do about Financial Aid?	74	5023
637461	Whats the best way to apply?	74	5023
637462	Whats the best way to network?	74	5023
637463	Where can I go for more assistance?	74	5023
637464	How do I become a  Marine Engineers and Naval Architects	75	5023
637465	What education do I need and how do I get it (what schools/training program do you recommend)?	75	5023
637466	What skills do I need and how do I get  them?	75	5023
637467	Where can I get help on Immigration issues?	75	5023
637468	Where is most of the hiring?	75	5023
637469	Do I have to join a union? How do I join a Union?	75	5023
637470	What can I do about Financial Aid?	75	5023
637471	Whats the best way to apply?	75	5023
637472	Whats the best way to network?	75	5023
637473	Where can I go for more assistance?	75	5023
637474	How do I become a  Materials Engineers	76	5023
637475	What education do I need and how do I get it (what schools/training program do you recommend)?	76	5023
637476	What skills do I need and how do I get  them?	76	5023
637477	Where can I get help on Immigration issues?	76	5023
637478	Where is most of the hiring?	76	5023
637479	Do I have to join a union? How do I join a Union?	76	5023
